"agreement_label","agreement_confidence","comment_id","topic","error"
"Agree",0.88,"climate_comment_182418","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_230219","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_263135","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_178207","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_182415","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_261628","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_183344","Climate Change Denial And Political Polarization",NA
"Disagree",0.95,"climate_comment_246095","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_263139","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_240264","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_263136","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_224454","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_241060","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_192695","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_267891","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_181340","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_222639","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_222637","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_263138","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_209092","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_192697","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_241991","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_212599","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_181341","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_242166","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_242167","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.9,"climate_comment_225837","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_170355","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_170357","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_237975","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_233337","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_205299","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_260564","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_170358","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_205300","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_260565","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_233338","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_228379","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_225839","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_205301","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_260151","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_205302","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_249006","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_249005","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_278208","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_212436","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_278210","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_274637","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_263837","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_252852","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.85,"climate_comment_260152","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_227355","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_265739","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_263838","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_278209","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_242421","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_205256","Climate Change Denial And Political Polarization",NA
"Disagree",0.95,"climate_comment_176657","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_184277","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_184278","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_195693","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_181032","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_181033","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_224954","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_181031","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_224952","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_215023","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_262338","Climate Change Denial And Political Polarization",NA
"Agree",0.92,"climate_comment_224426","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_224955","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_228142","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_224422","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_260961","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_179752","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_224424","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_224425","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_200913","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_205047","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_200912","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_171680","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_171681","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_228145","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_192193","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_200911","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_171682","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_245356","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_205953","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_192194","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_279296","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_211303","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_205954","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_246411","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_221125","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_265603","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_227211","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_197235","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_195598","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_234539","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.9,"climate_comment_221123","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_197237","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_277570","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_196620","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_192921","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_247449","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_252964","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_211306","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_231453","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_223857","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_271314","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_187757","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_192922","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_247450","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_252965","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_187758","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_276227","Progressive Taxation For Climate Mitigation",NA
"Neither/Unclear",0.9,"climate_comment_187759","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_247448","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_224320","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_224319","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_187760","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_224321","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_184561","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_184560","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_262376","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_224677","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_224322","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_261751","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_272755","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_181909","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_223636","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_262377","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_275154","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_223637","Climate Change Denial And Political Polarization",NA
"Agree",0.92,"climate_comment_261452","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_274410","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_255540","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_174178","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.85,"climate_comment_217310","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_275153","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_236327","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_242213","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_244302","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_210244","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_184559","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_231501","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_202682","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_269965","Global Climate Change And Sustainability",NA
